START TRANSACTION;
auto commit mode: off
select
	p_brand,
	p_type,
	p_size,
	count(distinct ps_suppkey) as supplier_cnt
from
	partsupp,
	part
where
	p_partkey = ps_partkey
	and p_brand <> 'Brand#31'
	and p_type not like 'LARGE POLISHED%'
	and p_size in (43, 33, 46, 18, 9, 32, 29, 48)
	and ps_suppkey not in (
		select
			s_suppkey
		from
			supplier
		where
			s_comment like '%Customer%Complaints%'
	)
group by
	p_brand,
	p_type,
	p_size
order by
	supplier_cnt desc,
	p_brand,
	p_type,
	p_size;
+------------+---------------------------+--------+--------------+
| p_brand    | p_type                    | p_size | supplier_cnt |
| Brand#12   | SMALL PLATED STEEL        |     48 |          476 |
| Brand#12   | STANDARD ANODIZED BRASS   |     32 |          476 |
| Brand#12   | STANDARD BRUSHED TIN      |     18 |          476 |
| Brand#12   | STANDARD PLATED COPPER    |     29 |          476 |
| Brand#12   | STANDARD POLISHED BRASS   |     43 |          476 |
| Brand#13   | ECONOMY BRUSHED NICKEL    |     46 |          476 |
| Brand#13   | ECONOMY PLATED TIN        |      9 |          476 |
| Brand#13   | LARGE BURNISHED NICKEL    |     43 |          476 |
| Brand#13   | LARGE PLATED NICKEL       |     18 |          476 |
| Brand#13   | MEDIUM ANODIZED BRASS     |     48 |          476 |
| Brand#13   | MEDIUM BRUSHED BRASS      |     48 |          476 |
| Brand#13   | MEDIUM PLATED TIN         |     32 |          476 |
| Brand#13   | MEDIUM POLISHED STEEL     |     33 |          476 |
| Brand#13   | MEDIUM POLISHED TIN       |     32 |          476 |
| Brand#13   | PROMO POLISHED NICKEL     |     33 |          476 |
| Brand#13   | SMALL BRUSHED COPPER      |     29 |          476 |
| Brand#13   | SMALL BRUSHED COPPER      |     48 |          476 |
| Brand#13   | STANDARD PLATED STEEL     |     29 |          476 |
| Brand#14   | ECONOMY ANODIZED STEEL    |     48 |          476 |
| Brand#14   | ECONOMY BURNISHED TIN     |     46 |          476 |
| Brand#14   | LARGE ANODIZED BRASS      |     32 |          476 |
| Brand#14   | MEDIUM BRUSHED NICKEL     |     46 |          476 |
| Brand#14   | MEDIUM BRUSHED TIN        |      9 |          476 |
| Brand#14   | MEDIUM BURNISHED NICKEL   |     18 |          476 |
| Brand#14   | MEDIUM POLISHED NICKEL    |     33 |          476 |
| Brand#14   | PROMO ANODIZED BRASS      |      9 |          476 |
| Brand#14   | PROMO ANODIZED NICKEL     |     46 |          476 |
| Brand#14   | PROMO BRUSHED STEEL       |     43 |          476 |
| Brand#14   | PROMO PLATED NICKEL       |     18 |          476 |
| Brand#14   | SMALL BRUSHED BRASS       |     43 |          476 |
| Brand#14   | SMALL BURNISHED NICKEL    |      9 |          476 |
| Brand#14   | SMALL PLATED NICKEL       |     32 |          476 |
| Brand#14   | SMALL POLISHED NICKEL     |     46 |          476 |
| Brand#14   | STANDARD ANODIZED TIN     |     33 |          476 |
| Brand#15   | ECONOMY PLATED TIN        |      9 |          476 |
| Brand#15   | ECONOMY POLISHED COPPER   |     18 |          476 |
| Brand#15   | ECONOMY POLISHED TIN      |     46 |          476 |
| Brand#15   | MEDIUM BURNISHED BRASS    |     29 |          476 |
| Brand#15   | MEDIUM BURNISHED STEEL    |     46 |          476 |
| Brand#15   | PROMO BURNISHED BRASS     |      9 |          476 |
| Brand#15   | PROMO POLISHED BRASS      |     32 |          476 |
| Brand#15   | SMALL ANODIZED STEEL      |     32 |          476 |
| Brand#15   | SMALL BRUSHED NICKEL      |     48 |          476 |
| Brand#15   | SMALL BURNISHED NICKEL    |      9 |          476 |
| Brand#15   | STANDARD POLISHED TIN     |     46 |          476 |
| Brand#21   | ECONOMY PLATED COPPER     |     46 |          476 |
| Brand#21   | ECONOMY PLATED STEEL      |     29 |          476 |
| Brand#21   | MEDIUM ANODIZED BRASS     |     18 |          476 |
| Brand#21   | MEDIUM ANODIZED COPPER    |     18 |          476 |
| Brand#21   | MEDIUM BRUSHED BRASS      |     29 |          476 |
| Brand#21   | MEDIUM BURNISHED BRASS    |     48 |          476 |
| Brand#21   | MEDIUM BURNISHED COPPER   |     33 |          476 |
| Brand#21   | MEDIUM PLATED STEEL       |     18 |          476 |
| Brand#21   | MEDIUM PLATED TIN         |      9 |          476 |
| Brand#21   | PROMO BRUSHED NICKEL      |     32 |          476 |
| Brand#21   | PROMO PLATED COPPER       |     43 |          476 |
| Brand#21   | PROMO PLATED TIN          |     29 |          476 |
| Brand#21   | PROMO PLATED TIN          |     43 |          476 |
| Brand#21   | SMALL ANODIZED BRASS      |     48 |          476 |
| Brand#21   | SMALL ANODIZED NICKEL     |     33 |          476 |
| Brand#21   | SMALL ANODIZED STEEL      |     43 |          476 |
| Brand#21   | SMALL ANODIZED TIN        |     18 |          476 |
| Brand#21   | SMALL BURNISHED NICKEL    |     46 |          476 |
| Brand#21   | SMALL PLATED COPPER       |     33 |          476 |
| Brand#21   | SMALL POLISHED COPPER     |     46 |          476 |
| Brand#21   | SMALL POLISHED NICKEL     |     46 |          476 |
| Brand#21   | STANDARD BURNISHED STEEL  |     48 |          476 |
| Brand#22   | ECONOMY BRUSHED BRASS     |     43 |          476 |
| Brand#22   | ECONOMY PLATED BRASS      |     29 |          476 |
| Brand#22   | ECONOMY PLATED BRASS      |     43 |          476 |
| Brand#22   | LARGE PLATED BRASS        |     48 |          476 |
| Brand#22   | MEDIUM PLATED NICKEL      |      9 |          476 |
| Brand#22   | PROMO BURNISHED BRASS     |     33 |          476 |
| Brand#22   | SMALL ANODIZED TIN        |      9 |          476 |
| Brand#22   | SMALL PLATED NICKEL       |      9 |          476 |
| Brand#22   | SMALL POLISHED COPPER     |     29 |          476 |
| Brand#22   | STANDARD BRUSHED COPPER   |     32 |          476 |
| Brand#22   | STANDARD PLATED COPPER    |     43 |          476 |
| Brand#23   | ECONOMY ANODIZED TIN      |     46 |          476 |
| Brand#23   | ECONOMY PLATED COPPER     |     48 |          476 |
| Brand#23   | ECONOMY PLATED NICKEL     |     43 |          476 |
| Brand#23   | ECONOMY POLISHED TIN      |     43 |          476 |
| Brand#23   | ECONOMY POLISHED TIN      |     46 |          476 |
| Brand#23   | LARGE ANODIZED NICKEL     |     33 |          476 |
| Brand#23   | MEDIUM BRUSHED NICKEL     |     18 |          476 |
| Brand#23   | MEDIUM POLISHED COPPER    |     43 |          476 |
| Brand#23   | PROMO PLATED STEEL        |     48 |          476 |
| Brand#23   | SMALL PLATED COPPER       |     46 |          476 |
| Brand#23   | STANDARD ANODIZED BRASS   |     29 |          476 |
| Brand#23   | STANDARD BRUSHED STEEL    |     18 |          476 |
| Brand#24   | ECONOMY BRUSHED TIN       |     32 |          476 |
| Brand#24   | ECONOMY BURNISHED NICKEL  |     33 |          476 |
| Brand#24   | ECONOMY PLATED NICKEL     |     43 |          476 |
| Brand#24   | LARGE PLATED COPPER       |     43 |          476 |
| Brand#24   | MEDIUM POLISHED COPPER    |     48 |          476 |
| Brand#24   | MEDIUM POLISHED TIN       |     33 |          476 |
| Brand#24   | PROMO PLATED STEEL        |     29 |          476 |
| Brand#24   | PROMO PLATED STEEL        |     46 |          476 |
| Brand#24   | SMALL BURNISHED BRASS     |     18 |          476 |
| Brand#24   | SMALL BURNISHED COPPER    |     33 |          476 |
| Brand#24   | STANDARD ANODIZED TIN     |     32 |          476 |
| Brand#24   | STANDARD BRUSHED STEEL    |     46 |          476 |
| Brand#24   | STANDARD POLISHED COPPER  |     32 |          476 |
| Brand#24   | STANDARD POLISHED NICKEL  |     46 |          476 |
| Brand#25   | ECONOMY ANODIZED NICKEL   |     48 |          476 |
| Brand#25   | ECONOMY POLISHED COPPER   |     32 |          476 |
| Brand#25   | ECONOMY POLISHED NICKEL   |     18 |          476 |
| Brand#25   | LARGE ANODIZED BRASS      |     46 |          476 |
| Brand#25   | LARGE BRUSHED STEEL       |     18 |          476 |
| Brand#25   | LARGE BRUSHED TIN         |     29 |          476 |
| Brand#25   | LARGE BURNISHED TIN       |     46 |          476 |
| Brand#25   | MEDIUM ANODIZED BRASS     |     43 |          476 |
| Brand#25   | MEDIUM ANODIZED STEEL     |     18 |          476 |
| Brand#25   | MEDIUM ANODIZED TIN       |     29 |          476 |
| Brand#25   | MEDIUM BRUSHED COPPER     |      9 |          476 |
| Brand#25   | MEDIUM POLISHED NICKEL    |     43 |          476 |
| Brand#25   | PROMO ANODIZED BRASS      |     48 |          476 |
| Brand#25   | PROMO POLISHED TIN        |     46 |          476 |
| Brand#25   | SMALL ANODIZED STEEL      |     18 |          476 |
| Brand#25   | SMALL PLATED BRASS        |     43 |          476 |
| Brand#25   | SMALL PLATED TIN          |     43 |          476 |
| Brand#25   | SMALL POLISHED BRASS      |     46 |          476 |
| Brand#25   | SMALL POLISHED STEEL      |     46 |          476 |
| Brand#25   | STANDARD BURNISHED BRASS  |     33 |          476 |
| Brand#25   | STANDARD BURNISHED COPPER |     48 |          476 |
| Brand#25   | STANDARD BURNISHED TIN    |     33 |          476 |
| Brand#25   | STANDARD PLATED BRASS     |     32 |          476 |
| Brand#25   | STANDARD POLISHED BRASS   |     46 |          476 |
| Brand#32   | ECONOMY ANODIZED NICKEL   |     29 |          476 |
| Brand#32   | ECONOMY BRUSHED BRASS     |      9 |          476 |
| Brand#32   | ECONOMY BURNISHED COPPER  |      9 |          476 |
| Brand#32   | ECONOMY BURNISHED COPPER  |     48 |          476 |
| Brand#32   | LARGE BRUSHED NICKEL      |     32 |          476 |
| Brand#32   | MEDIUM BURNISHED NICKEL   |     46 |          476 |
| Brand#32   | MEDIUM PLATED BRASS       |     43 |          476 |
| Brand#32   | PROMO POLISHED NICKEL     |     48 |          476 |
| Brand#32   | PROMO POLISHED TIN        |     46 |          476 |
| Brand#32   | SMALL ANODIZED COPPER     |     46 |          476 |
| Brand#32   | SMALL BRUSHED STEEL       |     46 |          476 |
| Brand#32   | SMALL PLATED TIN          |     32 |          476 |
| Brand#32   | STANDARD ANODIZED STEEL   |      9 |          476 |
| Brand#32   | STANDARD POLISHED TIN     |     43 |          476 |
| Brand#33   | ECONOMY ANODIZED COPPER   |     32 |          476 |
| Brand#33   | ECONOMY ANODIZED STEEL    |     29 |          476 |
| Brand#33   | PROMO BURNISHED STEEL     |     29 |          476 |
| Brand#33   | SMALL ANODIZED NICKEL     |     18 |          476 |
| Brand#33   | SMALL BRUSHED TIN         |     46 |          476 |
| Brand#33   | SMALL PLATED STEEL        |     43 |          476 |
| Brand#34   | ECONOMY PLATED STEEL      |     48 |          476 |
| Brand#34   | LARGE BURNISHED STEEL     |     33 |          476 |
| Brand#34   | MEDIUM BRUSHED COPPER     |     29 |          476 |
| Brand#34   | MEDIUM BURNISHED COPPER   |      9 |          476 |
| Brand#34   | PROMO POLISHED NICKEL     |     18 |          476 |
| Brand#34   | PROMO POLISHED STEEL      |      9 |          476 |
| Brand#34   | SMALL BRUSHED NICKEL      |     18 |          476 |
| Brand#34   | SMALL BURNISHED COPPER    |     32 |          476 |
| Brand#34   | STANDARD ANODIZED BRASS   |     48 |          476 |
| Brand#34   | STANDARD PLATED TIN       |     29 |          476 |
| Brand#35   | ECONOMY ANODIZED STEEL    |     46 |          476 |
| Brand#35   | ECONOMY BRUSHED BRASS     |      9 |          476 |
| Brand#35   | ECONOMY BRUSHED NICKEL    |      9 |          476 |
| Brand#35   | LARGE ANODIZED TIN        |     46 |          476 |
| Brand#35   | LARGE ANODIZED TIN        |     48 |          476 |
| Brand#35   | LARGE BRUSHED STEEL       |     43 |          476 |
| Brand#35   | MEDIUM BRUSHED BRASS      |     46 |          476 |
| Brand#35   | MEDIUM POLISHED BRASS     |     48 |          476 |
| Brand#35   | PROMO PLATED BRASS        |      9 |          476 |
| Brand#35   | PROMO POLISHED NICKEL     |     18 |          476 |
| Brand#35   | SMALL BURNISHED NICKEL    |     48 |          476 |
| Brand#35   | SMALL PLATED NICKEL       |     29 |          476 |
| Brand#41   | ECONOMY BURNISHED STEEL   |     46 |          476 |
| Brand#41   | LARGE ANODIZED STEEL      |     33 |          476 |
| Brand#41   | LARGE ANODIZED TIN        |     32 |          476 |
| Brand#41   | LARGE PLATED TIN          |     18 |          476 |
| Brand#41   | MEDIUM ANODIZED NICKEL    |      9 |          476 |
| Brand#41   | MEDIUM BRUSHED COPPER     |     32 |          476 |
| Brand#41   | MEDIUM POLISHED TIN       |     33 |          476 |
| Brand#41   | PROMO PLATED BRASS        |     18 |          476 |
| Brand#41   | PROMO PLATED COPPER       |     33 |          476 |
| Brand#41   | PROMO PLATED NICKEL       |     43 |          476 |
| Brand#41   | PROMO PLATED TIN          |     32 |          476 |
| Brand#41   | PROMO POLISHED TIN        |     29 |          476 |
| Brand#41   | SMALL POLISHED NICKEL     |     43 |          476 |
| Brand#41   | STANDARD ANODIZED BRASS   |      9 |          476 |
| Brand#41   | STANDARD BURNISHED COPPER |     43 |          476 |
| Brand#41   | STANDARD BURNISHED COPPER |     48 |          476 |
| Brand#41   | STANDARD BURNISHED NICKEL |     48 |          476 |
| Brand#41   | STANDARD POLISHED NICKEL  |     32 |          476 |
| Brand#42   | ECONOMY ANODIZED NICKEL   |      9 |          476 |
| Brand#42   | ECONOMY BURNISHED STEEL   |     29 |          476 |
| Brand#42   | ECONOMY BURNISHED STEEL   |     33 |          476 |
| Brand#42   | LARGE BURNISHED STEEL     |     32 |          476 |
| Brand#42   | LARGE PLATED NICKEL       |      9 |          476 |
| Brand#42   | MEDIUM POLISHED STEEL     |     29 |          476 |
| Brand#42   | PROMO BURNISHED BRASS     |     32 |          476 |
| Brand#42   | PROMO BURNISHED BRASS     |     43 |          476 |
| Brand#42   | PROMO BURNISHED NICKEL    |     46 |          476 |
| Brand#42   | PROMO PLATED COPPER       |     32 |          476 |
| Brand#42   | PROMO POLISHED COPPER     |      9 |          476 |
| Brand#42   | SMALL ANODIZED BRASS      |     29 |          476 |
| Brand#42   | STANDARD BRUSHED NICKEL   |     18 |          476 |
| Brand#42   | STANDARD BRUSHED STEEL    |      9 |          476 |
| Brand#42   | STANDARD POLISHED COPPER  |     32 |          476 |
| Brand#43   | ECONOMY PLATED BRASS      |     43 |          476 |
| Brand#43   | ECONOMY PLATED STEEL      |     32 |          476 |
| Brand#43   | ECONOMY POLISHED NICKEL   |     18 |          476 |
| Brand#43   | LARGE BURNISHED COPPER    |      9 |          476 |
| Brand#43   | MEDIUM ANODIZED BRASS     |     46 |          476 |
| Brand#43   | MEDIUM BRUSHED COPPER     |     43 |          476 |
| Brand#43   | MEDIUM PLATED COPPER      |      9 |          476 |
| Brand#43   | MEDIUM PLATED COPPER      |     18 |          476 |
| Brand#43   | MEDIUM POLISHED STEEL     |      9 |          476 |
| Brand#43   | PROMO ANODIZED STEEL      |     18 |          476 |
| Brand#43   | PROMO ANODIZED TIN        |      9 |          476 |
| Brand#43   | SMALL BURNISHED STEEL     |     33 |          476 |
| Brand#43   | SMALL POLISHED NICKEL     |     46 |          476 |
| Brand#43   | STANDARD ANODIZED BRASS   |     33 |          476 |
| Brand#43   | STANDARD ANODIZED TIN     |     18 |          476 |
| Brand#43   | STANDARD BRUSHED TIN      |     48 |          476 |
| Brand#43   | STANDARD BURNISHED COPPER |     46 |          476 |
| Brand#43   | STANDARD PLATED COPPER    |     29 |          476 |
| Brand#44   | ECONOMY ANODIZED BRASS    |     46 |          476 |
| Brand#44   | ECONOMY BRUSHED STEEL     |     43 |          476 |
| Brand#44   | ECONOMY BRUSHED STEEL     |     46 |          476 |
| Brand#44   | LARGE ANODIZED BRASS      |      9 |          476 |
| Brand#44   | LARGE ANODIZED NICKEL     |     48 |          476 |
| Brand#44   | LARGE BRUSHED NICKEL      |     33 |          476 |
| Brand#44   | LARGE BURNISHED BRASS     |      9 |          476 |
| Brand#44   | LARGE PLATED COPPER       |      9 |          476 |
| Brand#44   | LARGE PLATED STEEL        |     29 |          476 |
| Brand#44   | MEDIUM PLATED COPPER      |      9 |          476 |
| Brand#44   | MEDIUM PLATED NICKEL      |     48 |          476 |
| Brand#44   | MEDIUM POLISHED TIN       |     46 |          476 |
| Brand#44   | PROMO BRUSHED STEEL       |     46 |          476 |
| Brand#44   | SMALL BRUSHED NICKEL      |     18 |          476 |
| Brand#44   | SMALL POLISHED STEEL      |     46 |          476 |
| Brand#44   | STANDARD BURNISHED NICKEL |     29 |          476 |
| Brand#45   | ECONOMY BRUSHED COPPER    |     46 |          476 |
| Brand#45   | ECONOMY PLATED BRASS      |     43 |          476 |
| Brand#45   | ECONOMY PLATED NICKEL     |     33 |          476 |
| Brand#45   | ECONOMY PLATED STEEL      |     32 |          476 |
| Brand#45   | ECONOMY POLISHED BRASS    |     48 |          476 |
| Brand#45   | ECONOMY POLISHED TIN      |     33 |          476 |
| Brand#45   | LARGE BURNISHED COPPER    |     48 |          476 |
| Brand#45   | LARGE BURNISHED TIN       |     29 |          476 |
| Brand#45   | LARGE PLATED NICKEL       |     29 |          476 |
| Brand#45   | LARGE PLATED STEEL        |     29 |          476 |
| Brand#45   | MEDIUM ANODIZED COPPER    |     48 |          476 |
| Brand#45   | MEDIUM ANODIZED NICKEL    |      9 |          476 |
| Brand#45   | MEDIUM ANODIZED STEEL     |     32 |          476 |
| Brand#45   | MEDIUM BURNISHED BRASS    |     43 |          476 |
| Brand#45   | PROMO BURNISHED TIN       |     18 |          476 |
| Brand#45   | PROMO PLATED STEEL        |     18 |          476 |
| Brand#45   | SMALL PLATED BRASS        |     29 |          476 |
| Brand#45   | SMALL POLISHED BRASS      |     43 |          476 |
| Brand#45   | STANDARD PLATED TIN       |     33 |          476 |
| Brand#45   | STANDARD POLISHED STEEL   |     29 |          476 |
| Brand#51   | ECONOMY ANODIZED COPPER   |     18 |          476 |
| Brand#51   | ECONOMY ANODIZED NICKEL   |     43 |          476 |
| Brand#51   | ECONOMY POLISHED COPPER   |     43 |          476 |
